time_stamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
4708,46.88,68.44,-16.44,-3.05,4.50,8.16
4717,49.88,72.94,-19.56,-2.61,4.75,6.96
4727,53.00,79.38,-24.75,-2.85,5.02,8.10
4737,57.19,81.94,-31.38,-2.97,4.73,7.82
4748,66.00,85.25,-36.75,-3.33,5.01,7.96
4758,64.19,89.12,-39.88,-3.23,6.46,7.52
4767,49.88,97.38,-45.19,-3.48,4.67,7.70
4777,52.88,106.81,-49.62,-3.84,5.04,7.54
4787,44.31,115.12,-52.69,-4.39,5.79,7.39
4798,35.81,124.94,-56.06,-4.05,5.18,6.86
4808,32.25,139.81,-62.62,-4.23,4.89,7.17
4817,32.88,154.31,-70.31,-4.54,5.48,7.02
